user_id,age,gender,country,postal_code,traffic_source
36297,15,F,Germany,74343,Search
11807,41,F,Germany,72070,Search
72768,62,M,Germany,71229,Organic
69504,13,F,Germany,71229,Search
83031,42,F,Germany,71229,Search
20209,65,M,Germany,71229,Search
42005,59,F,Germany,71229,Organic
59382,27,F,Germany,71229,Facebook
67751,16,F,Germany,71229,Search
66063,46,M,Germany,71229,Search
95706,36,F,Germany,72461,Search
22514,55,M,Germany,71254,Search
76420,28,F,Germany,71254,Search
39453,21,M,Germany,72072,Search
73874,62,F,Germany,72072,Search
30933,50,M,Germany,72072,Search
38278,26,M,Germany,72072,Search
59490,67,F,Germany,72072,Search
92908,12,F,Germany,72072,Search
49426,21,M,Germany,71032,Organic
91652,64,M,Germany,71032,Search
37767,28,F,Germany,71065,Search
93370,23,F,Germany,70839,Search
73696,28,M,Germany,70839,Facebook
80296,36,M,Germany,70839,Organic
99330,64,M,Germany,70839,Search
12651,60,M,Germany,74906,Search
20960,61,M,Germany,74906,Search
3482,68,F,Germany,72116,Search
96428,65,M,Germany,72116,Search
7810,13,M,Germany,72116,Search
43636,67,F,Germany,72074,Search
6233,40,M,Germany,72074,Search
35106,46,F,Germany,72074,Search
99565,28,F,Germany,70569,Search
36652,64,F,Germany,70569,Search
57040,62,F,Germany,70569,Search
67559,47,F,Germany,70825,Search
50968,37,M,Germany,70825,Search
33102,45,F,Germany,70563,Display
81489,67,F,Germany,70563,Search
80965,31,F,Germany,70563,Email
57302,55,M,Germany,70499,Search
55707,52,M,Germany,70499,Search
67510,43,M,Germany,70499,Organic
49696,17,M,Germany,70499,Search
42593,45,M,Germany,70499,Search
622,70,M,Germany,74321,Search
54907,58,F,Germany,74321,Search
79918,35,F,Germany,74321,Search
79969,33,F,Germany,74321,Search
27732,12,F,Germany,74321,Display
52258,65,M,Germany,74321,Search
91272,44,F,Germany,74321,Search
19783,38,F,Germany,74321,Search
3525,39,M,Germany,70565,Search
86265,66,M,Germany,70565,Search
25537,34,F,Germany,74821,Search
30899,53,F,Germany,74821,Organic
34130,49,F,Germany,74078,Search
46445,52,M,Germany,74078,Search
46695,30,F,Germany,74078,Search
63438,38,F,Germany,70771,Organic
49068,25,F,Germany,70771,Search
38897,38,F,Germany,70771,Search
84713,61,F,Germany,70771,Organic
54964,40,F,Germany,78467,Search
82600,23,M,Germany,78467,Search
59637,48,F,Germany,78467,Search
15221,20,F,Germany,78467,Search
56274,22,M,Germany,78467,Organic
36439,21,M,Germany,70439,Search
74324,29,F,Germany,70439,Facebook
92670,59,F,Germany,70439,Search
31693,31,F,Germany,70439,Search
55861,12,F,Germany,70469,Organic
92134,24,M,Germany,70469,Facebook
6078,39,M,Germany,70469,Search
13578,65,M,Germany,70469,Search
62806,50,F,Germany,72770,Organic
22312,44,M,Germany,72770,Search
41300,45,F,Germany,72770,Search
3581,16,M,Germany,70567,Search
74544,23,M,Germany,70567,Search
45105,39,M,Germany,70567,Search
85109,58,F,Germany,70567,Organic
30217,29,F,Germany,70567,Search
611,24,M,Germany,88662,Organic
79200,35,M,Germany,70435,Search
46103,12,M,Germany,70435,Search
98543,47,F,Germany,70435,Search
26136,31,F,Germany,70435,Search
53675,23,M,Germany,70597,Search
27443,43,M,Germany,70597,Search
25675,54,M,Germany,70806,Search
94977,66,F,Germany,70806,Search
38082,33,F,Germany,72762,Organic
71955,57,F,Germany,72762,Facebook
30341,44,M,Germany,70376,Search
78690,27,M,Germany,70794,Search
20599,22,F,Germany,70794,Search
86639,41,F,Germany,70794,Search
30731,69,F,Germany,74177,Organic
21367,37,F,Germany,74177,Display
77293,29,F,Germany,74177,Search
62463,56,F,Germany,74177,Search
36069,14,M,Germany,74177,Search
66661,58,F,Germany,72793,Search
2651,67,F,Germany,70619,Organic
57628,36,F,Germany,70619,Search
96291,60,M,Germany,70378,Search
34968,52,F,Germany,70378,Search
50100,38,M,Germany,70372,Search
2842,26,M,Germany,70372,Search
61236,37,M,Germany,74076,Search
76717,45,F,Germany,74076,Search
24134,65,M,Germany,74076,Email
45873,39,M,Germany,72766,Facebook
48834,19,M,Germany,72766,Organic
56027,56,M,Germany,72766,Search
92477,45,F,Germany,74172,Search
40421,40,F,Germany,74172,Search
99757,41,M,Germany,74172,Search
82551,12,F,Germany,70374,Search
37690,28,M,Germany,70374,Search
97005,42,F,Germany,71642,Email
61164,15,M,Germany,71642,Display
92715,26,M,Germany,71642,Search
38164,47,F,Germany,71642,Search
96313,64,F,Germany,70327,Search
14670,39,M,Germany,70327,Search
45828,26,M,Germany,70327,Search
43124,59,F,Germany,70327,Search
91143,31,M,Germany,70327,Search
54439,16,F,Germany,73760,Search
18117,16,F,Germany,73760,Search
6147,12,M,Germany,73760,Search
15677,17,M,Germany,73760,Search
2309,14,F,Germany,73760,Search
86462,44,M,Germany,71686,Search
72228,55,M,Germany,71686,Search
92960,63,M,Germany,71686,Search
52511,30,M,Germany,71686,Search
44344,68,F,Germany,70329,Facebook
938,41,M,Germany,70329,Search
40332,14,F,Germany,70736,Search
10745,52,F,Germany,71711,Search
16047,24,M,Germany,71711,Search
80122,12,F,Germany,71711,Organic
44829,35,F,Germany,73733,Facebook
36694,17,F,Germany,73733,Search
38992,20,M,Germany,70734,Search
44518,56,M,Germany,72555,Search
13889,23,M,Germany,73734,Search
95922,45,F,Germany,73734,Organic
47228,12,M,Germany,72622,Search
74216,55,M,Germany,72622,Display
26565,14,F,Germany,72622,Search
39051,30,F,Germany,72622,Search
12334,25,M,Germany,72622,Search
40190,38,F,Germany,73730,Search
67162,65,F,Germany,73730,Search
5429,23,M,Germany,73730,Search
69588,13,M,Germany,71384,Search
42732,14,M,Germany,71384,Search
13768,24,M,Germany,71384,Search
42175,45,F,Germany,71364,Search
88816,64,F,Germany,71364,Search
26186,54,F,Germany,71364,Search
82556,27,F,Germany,71522,Search
90437,12,F,Germany,71522,Display
292,67,M,Germany,71522,Organic
41799,47,F,Germany,71522,Organic
91830,12,M,Germany,73230,Search
43234,41,F,Germany,73230,Facebook
31493,28,F,Germany,73230,Search
85724,58,M,Germany,88048,Search
30417,13,F,Germany,88048,Organic
26052,24,M,Germany,88048,Search
12124,38,M,Germany,88048,Search
39740,32,F,Germany,74613,Search
84173,59,M,Germany,74613,Search
3107,43,M,Germany,97877,Search
80632,35,M,Germany,97877,Search
83671,67,M,Germany,97877,Facebook
2252,53,M,Germany,88214,Email
49359,70,M,Germany,88212,Search
5156,64,F,Germany,88069,Search
79335,52,M,Germany,88069,Search
42740,12,M,Germany,73035,Search
15651,64,F,Germany,73035,Search
62583,19,M,Germany,73035,Search
17812,51,M,Germany,73035,Organic
69887,52,F,Germany,73035,Search
36433,52,M,Germany,89584,Search
2468,69,M,Germany,89584,Email
14024,16,M,Germany,89584,Search
18124,64,M,Germany,73037,Search
53871,41,M,Germany,73037,Search
30,58,F,Germany,73054,Search
939,56,F,Germany,73054,Search
801,66,F,Germany,88339,Search
68070,15,M,Germany,88339,Search
96190,70,M,Germany,74523,Search
24809,52,M,Germany,74523,Search
36412,69,M,Germany,74523,Search
26367,28,M,Germany,74523,Search
52828,40,F,Germany,97980,Search
15969,35,M,Germany,97980,Organic
45944,52,F,Germany,97980,Search
2730,54,F,Germany,97980,Facebook
21826,50,F,Germany,97980,Organic
62524,21,F,Germany,88400,Search
65971,28,M,Germany,88400,Facebook
32127,69,M,Germany,88400,Search
60915,40,F,Germany,88239,Search
18285,44,M,Germany,88239,Organic
84120,37,F,Germany,73527,Facebook
61018,22,M,Germany,73312,Search
944,21,F,Germany,73312,Search
36188,66,M,Germany,73529,Search
61830,22,M,Germany,73529,Organic
69017,33,M,Germany,88471,Search
32033,13,M,Germany,88471,Search
14337,68,F,Germany,88471,Search
13431,67,M,Germany,88471,Search
16036,30,F,Germany,89079,Search
48500,61,F,Germany,89081,Search
77231,49,F,Germany,89081,Search
18401,32,F,Germany,89081,Facebook
27054,59,F,Germany,89081,Organic
2355,42,F,Germany,88299,Facebook
3753,63,F,Germany,88299,Search
34416,21,M,Germany,74564,Email
93529,46,M,Germany,74564,Facebook
96504,20,F,Germany,74564,Search
44865,15,F,Germany,74564,Search
92140,49,F,Germany,73479,Search
74711,36,F,Germany,73479,Search
21592,24,F,Germany,73479,Search
53681,21,F,Germany,73479,Search
89711,43,M,Germany,89522,Search
54420,56,F,Germany,89520,Search
16975,21,F,China,45500,Search
64330,20,M,China,45500,Organic
6163,51,F,China,45500,Organic
25788,69,M,China,45500,Facebook
37782,42,M,China,45500,Email
84018,21,F,China,45500,Search
58965,33,M,China,45500,Search
39499,27,F,China,45500,Search
16349,21,F,China,45500,Search
29158,35,F,China,45500,Search
54918,53,F,China,45500,Search
80448,41,F,China,45500,Search
2726,47,M,China,45500,Search
96155,21,F,China,45500,Organic
11782,53,F,China,45500,Search
55712,17,F,China,45500,Organic
99683,43,F,China,45500,Search
13432,65,M,China,45500,Search
6924,19,M,China,45500,Search
65533,36,M,China,45500,Facebook
64,37,F,Brasil,47850-000,Search
87572,35,M,Brasil,47850-000,Search
26394,68,M,Brasil,47850-000,Search
87265,35,M,Brasil,47850-000,Facebook
88524,28,M,Brasil,47850-000,Search
11624,43,F,Brasil,47850-000,Organic
48547,24,M,Brasil,47850-000,Search
57835,43,F,Brasil,47850-000,Search
24431,63,F,Brasil,47850-000,Search
56210,24,M,Brasil,47850-000,Organic
28675,58,F,Brasil,47850-000,Search
74583,59,F,Brasil,47850-000,Search
10550,64,M,Brasil,47850-000,Search
59773,22,M,Brasil,47850-000,Search
74440,22,M,Brasil,47850-000,Search
53462,57,M,Brasil,47850-000,Search
92060,61,F,Brasil,47850-000,Organic
421,14,F,Brasil,47850-000,Search
44868,22,M,Brasil,47850-000,Facebook
97232,67,M,Brasil,47850-000,Search
1357,65,M,Brasil,47850-000,Search
87545,33,M,Brasil,47850-000,Search
98528,53,M,Brasil,47820-000,Search
52009,14,F,Brasil,47820-000,Search
29083,47,M,Brasil,47820-000,Email
74663,37,F,Brasil,47820-000,Search
29999,30,F,Brasil,47820-000,Search
27460,67,M,Brasil,47820-000,Search
97362,31,M,Brasil,47820-000,Search
99562,61,F,Brasil,47820-000,Display
63159,17,F,Brasil,47820-000,Search
19934,40,F,Brasil,47640-000,Search
82563,17,F,Brasil,47640-000,Search
35536,56,F,Brasil,47640-000,Organic
81435,28,M,Brasil,47640-000,Search
58842,24,F,Brasil,47640-000,Search
2772,60,M,Brasil,47100-000,Email
66472,32,M,Brasil,47100-000,Organic
99015,28,M,Brasil,47100-000,Search
12528,50,F,Brasil,47100-000,Organic
78845,14,M,Brasil,47100-000,Search
88031,53,M,Brasil,47100-000,Organic
49358,38,F,Brasil,47100-000,Search
9532,26,F,Brasil,47100-000,Search
79799,46,M,Brasil,47100-000,Search
12313,54,F,Brasil,47100-000,Search
2390,68,F,Brasil,47100-000,Search
93302,16,F,Brasil,47100-000,Search
64701,21,M,Brasil,47100-000,Search
66092,43,M,Brasil,47100-000,Search
74467,29,M,Brasil,47600-000,Organic
91785,33,F,Brasil,47600-000,Search
2285,57,F,Brasil,47600-000,Search
10824,55,F,Brasil,47600-000,Search
64046,28,M,Brasil,47600-000,Email
99540,31,M,Brasil,47600-000,Email
49226,49,F,Brasil,47600-000,Organic
1673,34,M,Brasil,47600-000,Search
92221,26,M,Brasil,47600-000,Search
39510,63,F,Brasil,47600-000,Search
52523,35,M,Brasil,47600-000,Facebook
21507,39,M,Brasil,47600-000,Search
56628,23,F,Brasil,47600-000,Organic
60913,13,M,Brasil,47600-000,Display
70475,18,M,Brasil,47600-000,Facebook
97753,44,M,Brasil,47600-000,Organic
44633,58,F,Brasil,47240-000,Search
73057,64,M,Brasil,47240-000,Organic
70660,34,M,Brasil,47240-000,Email
20774,34,F,Brasil,47240-000,Search
37891,69,M,Brasil,47240-000,Display
62233,43,M,Brasil,47240-000,Display
96225,18,M,Brasil,47240-000,Search
78646,24,F,Brasil,47240-000,Organic
9964,41,M,Brasil,46430-000,Facebook
54745,32,F,Brasil,46430-000,Search
60191,13,F,Brasil,46430-000,Facebook
3058,19,F,Brasil,46430-000,Facebook
75218,34,F,Brasil,46430-000,Search
476,16,F,Brasil,46430-000,Email
24855,47,F,Brasil,46430-000,Search
42,61,M,Brasil,46430-000,Search
53121,30,F,Brasil,46430-000,Search
53656,68,M,Brasil,46430-000,Organic
70738,54,F,Brasil,46430-000,Search
12181,51,F,Brasil,46430-000,Search
51782,35,M,Brasil,46430-000,Search
11199,63,F,Brasil,46430-000,Email
5980,34,F,Brasil,46430-000,Search
96687,24,M,Brasil,46430-000,Organic
61997,64,M,Brasil,46430-000,Search
62730,14,F,Brasil,46430-000,Search
95854,24,F,Brasil,46430-000,Search
12645,52,M,Brasil,46430-000,Organic
13059,34,M,Brasil,46430-000,Facebook
79088,22,F,Brasil,46430-000,Search
12597,42,F,Brasil,46430-000,Search
45542,20,F,Brasil,46430-000,Search
53128,42,F,Brasil,46430-000,Search
4695,44,F,Brasil,46430-000,Search
17662,12,F,Brasil,46430-000,Search
80516,48,F,Brasil,46430-000,Email
25957,67,M,Brasil,47400-000,Search
16896,55,F,Brasil,47400-000,Organic
35461,26,F,Brasil,47400-000,Search
43108,41,F,Brasil,47400-000,Search
15949,34,M,Brasil,47400-000,Search
54258,38,M,Brasil,47400-000,Search
93716,25,M,Brasil,47400-000,Search
93123,45,M,Brasil,47400-000,Search
61003,46,M,Brasil,47400-000,Facebook
54943,48,M,Brasil,47400-000,Search
59898,23,M,Brasil,46500-000,Search
51310,17,M,Brasil,46500-000,Organic
22308,56,F,Brasil,46500-000,Search
71400,29,F,Brasil,46500-000,Search
63594,57,M,Brasil,46500-000,Email
98359,24,F,Brasil,46500-000,Search
81110,67,M,Brasil,46500-000,Email
36705,32,M,Brasil,46400-000,Search
11215,56,F,Brasil,46400-000,Search
16727,56,F,Brasil,46400-000,Search
83615,36,M,Brasil,46400-000,Search
88680,50,F,Brasil,46400-000,Search
14729,31,M,Brasil,46400-000,Organic
89438,31,M,Brasil,46400-000,Organic
32145,18,F,Brasil,46400-000,Search
41396,37,F,Brasil,46400-000,Search
82825,18,F,Brasil,47200-000,Search
52893,46,M,Brasil,47200-000,Search
69524,61,M,Brasil,47200-000,Search
59853,29,M,Brasil,47200-000,Email
25089,52,M,Brasil,47200-000,Organic
57163,57,F,Brasil,47200-000,Search
50443,37,F,Brasil,47200-000,Facebook
60942,41,F,Brasil,47200-000,Search
20741,37,F,Brasil,46140-000,Search
87321,44,M,Brasil,46140-000,Search
29900,51,F,Brasil,46140-000,Search
79186,56,M,Brasil,46140-000,Organic
34695,17,M,Brasil,46140-000,Search
8071,36,F,Brasil,46140-000,Email
44737,70,M,Brasil,46140-000,Search
46286,42,F,Brasil,46140-000,Search
41853,65,F,Brasil,46140-000,Organic
42971,53,F,Brasil,46900-000,Search
64404,16,F,Brasil,46900-000,Search
8185,15,M,Brasil,46900-000,Search
8402,49,F,Brasil,46900-000,Search
36456,23,F,Brasil,46900-000,Search
24452,33,F,Brasil,46900-000,Organic
88256,66,M,Brasil,46900-000,Display
13412,36,F,Brasil,46900-000,Organic
18196,22,M,Brasil,44900-000,Email
72084,67,F,Brasil,44900-000,Organic
14124,67,M,Brasil,44900-000,Search
96573,19,M,Brasil,44900-000,Facebook
22536,47,F,Brasil,44900-000,Search
60380,68,M,Brasil,44900-000,Search
74089,47,M,Brasil,44900-000,Search
4720,37,F,Brasil,44900-000,Search
45457,55,F,Brasil,44900-000,Search
82847,50,F,Brasil,44900-000,Search
12999,54,M,Brasil,44900-000,Display
38327,50,F,Brasil,44900-000,Facebook
60635,25,M,Brasil,44900-000,Facebook
69224,60,F,Brasil,44900-000,Organic
19608,14,F,Brasil,44900-000,Search
121,56,M,Brasil,46100-000,Search
13852,40,M,Brasil,46100-000,Search
33585,13,F,Brasil,46100-000,Search
45880,22,M,Brasil,46100-000,Display
54898,70,F,Brasil,46100-000,Search
46944,69,M,Brasil,46100-000,Search
39402,48,M,Brasil,46100-000,Search
21717,62,M,Brasil,46100-000,Search
2024,26,F,Brasil,46100-000,Search
81321,20,F,Brasil,46100-000,Search
58934,46,M,Brasil,46100-000,Search
32795,50,F,Brasil,46100-000,Search
96297,23,F,Brasil,46100-000,Search
60352,42,F,Brasil,46100-000,Organic
71614,66,F,Brasil,47350-000,Organic
92308,38,F,Brasil,47350-000,Organic
38406,14,M,Brasil,47350-000,Search
94318,58,M,Brasil,47350-000,Display
23773,28,F,Brasil,47350-000,Search
15097,62,M,Brasil,47350-000,Search
35294,50,M,Brasil,47300-000,Search
64114,37,F,Brasil,47300-000,Search
67094,17,F,Brasil,47300-000,Search
66431,58,F,Brasil,47300-000,Display
99920,26,F,Brasil,47300-000,Search
88663,26,M,Brasil,47300-000,Search
61521,42,M,Brasil,47300-000,Organic
82407,56,F,Brasil,47300-000,Search
61460,27,F,Brasil,47300-000,Search
98608,35,M,Brasil,47300-000,Search
85921,45,F,Brasil,47300-000,Search
9065,12,F,Brasil,47300-000,Search
9792,20,M,Brasil,47300-000,Search
58447,44,M,Brasil,47300-000,Search
71822,36,M,Brasil,47300-000,Search
70203,32,F,Brasil,47300-000,Search
4291,17,M,Brasil,44850-000,Search
31439,56,M,Brasil,44850-000,Search
56960,46,M,Brasil,44850-000,Search
49956,39,M,Brasil,44850-000,Search
89916,28,M,Brasil,44850-000,Search
25807,48,F,Brasil,44850-000,Search
18789,65,F,Brasil,44850-000,Facebook
46346,17,M,Brasil,44850-000,Facebook
76242,41,M,Brasil,44850-000,Search
45363,15,M,Brasil,44850-000,Search
78480,35,F,Brasil,44790-000,Search
67469,58,F,Brasil,44790-000,Organic
78352,36,F,Brasil,44790-000,Search
27489,33,F,Brasil,44790-000,Organic
42821,57,M,Brasil,44790-000,Organic
92394,30,F,Brasil,44790-000,Search
56216,15,F,Brasil,44790-000,Search
67342,23,M,Brasil,44790-000,Search
44761,52,F,Brasil,44790-000,Search
7447,13,M,Brasil,44790-000,Search
8735,30,F,Brasil,44790-000,Search
99547,65,M,Brasil,44790-000,Search
54329,50,M,Brasil,44790-000,Organic
19403,12,M,Brasil,44790-000,Search
4845,60,F,Brasil,44700-000,Facebook
6416,46,M,Brasil,44700-000,Facebook
49083,63,F,Brasil,44700-000,Search
73503,47,F,Brasil,44700-000,Search
7077,34,M,Brasil,44700-000,Search
70002,33,M,Brasil,44700-000,Facebook
6093,39,F,Brasil,44700-000,Search
89003,15,F,Brasil,44700-000,Organic
28220,53,F,Brasil,44700-000,Organic
47367,22,F,Brasil,44700-000,Organic
30993,63,M,Brasil,44700-000,Search
63701,42,F,Brasil,44700-000,Search
34944,33,F,Brasil,44700-000,Search
73218,43,M,Brasil,44700-000,Email
44350,59,F,Brasil,44700-000,Search
70584,44,F,Brasil,45260-000,Search
12620,58,F,Brasil,45260-000,Search
7828,20,M,Brasil,45260-000,Search
22323,47,M,Brasil,45260-000,Search
23966,25,M,Brasil,45260-000,Display
31603,13,M,Brasil,45260-000,Display
83478,46,F,Brasil,45260-000,Search
47116,69,F,Brasil,45260-000,Search
98576,36,F,Brasil,45260-000,Facebook
670,65,M,Brasil,45260-000,Search
45218,53,M,Brasil,46880-000,Search
10280,65,M,Brasil,46880-000,Search
13856,50,M,Brasil,46880-000,Search
54709,37,F,Brasil,46880-000,Search
93586,24,F,Brasil,46880-000,Search
31210,49,M,Brasil,46880-000,Facebook
15859,54,M,Brasil,46880-000,Facebook
48836,62,M,Brasil,46880-000,Organic
51511,39,F,Brasil,46880-000,Search
4886,19,F,Brasil,46880-000,Search
25538,47,M,Brasil,46880-000,Search
30585,58,F,Brasil,46880-000,Search
64052,53,M,Brasil,46880-000,Email
56564,27,M,Brasil,46880-000,Search
82039,16,F,Brasil,46880-000,Search
20503,16,M,Brasil,46880-000,Email
38251,28,F,Brasil,48970-000,Search
63565,60,M,Brasil,48970-000,Search
89273,61,F,Brasil,48970-000,Search
18907,57,M,Brasil,48970-000,Search
37732,50,F,Brasil,48970-000,Organic
8036,68,F,Brasil,48970-000,Search
93383,12,M,Brasil,48970-000,Search
66951,54,F,Brasil,48970-000,Search
87223,66,M,Brasil,48970-000,Search
37529,14,M,Brasil,48970-000,Search
25307,42,F,Brasil,48970-000,Facebook
80562,24,F,Brasil,48970-000,Search
33087,26,F,Brasil,48970-000,Organic
42003,12,F,Brasil,48970-000,Search
61976,50,M,Brasil,48970-000,Organic
97386,57,F,Brasil,48970-000,Search
71814,42,M,Brasil,48970-000,Organic
33751,48,M,Brasil,48970-000,Facebook
87044,43,F,Brasil,48960-000,Display
52008,38,F,Brasil,48960-000,Search
58314,37,M,Brasil,48960-000,Search
79620,43,F,Brasil,48960-000,Search
3838,64,M,Brasil,48960-000,Search
66633,13,F,Brasil,48960-000,Search
92947,56,F,Brasil,48960-000,Search
52666,15,F,Brasil,48960-000,Search
29762,43,M,Brasil,48960-000,Search
3763,21,F,Brasil,48960-000,Search
63936,24,F,Brasil,48960-000,Search
35531,55,F,Brasil,48960-000,Organic
28196,33,F,Brasil,45700-000,Search
99273,46,M,Brasil,45700-000,Search
57316,36,F,Brasil,45700-000,Search
98632,44,F,Brasil,45700-000,Search
29644,22,F,Brasil,45700-000,Search
40960,31,M,Brasil,45700-000,Display
27709,45,F,Brasil,45700-000,Email
78458,51,F,Brasil,45700-000,Search
93564,55,M,Brasil,45700-000,Search
62994,26,F,Brasil,45700-000,Search
94779,65,M,Brasil,45700-000,Search
92886,63,M,Brasil,45700-000,Organic
56155,12,F,Brasil,45700-000,Organic
59942,45,M,Brasil,45700-000,Organic
1697,22,M,Brasil,45345-000,Search
81835,52,F,Brasil,45345-000,Search
65891,52,M,Brasil,45345-000,Search
86928,54,M,Brasil,45345-000,Search
79908,20,M,Brasil,45345-000,Organic
46358,30,F,Brasil,45930-000,Search
23257,31,M,Brasil,45930-000,Organic
22077,66,F,Brasil,45930-000,Facebook
30831,12,F,Brasil,45930-000,Search
37905,60,M,Brasil,45930-000,Search
92642,30,M,Brasil,45930-000,Search
9024,63,M,Brasil,45930-000,Search
8577,65,M,Brasil,45930-000,Search
79847,30,F,Brasil,45930-000,Search
73045,56,M,Brasil,45930-000,Search
18129,33,F,Brasil,48850-000,Organic
23327,69,F,Brasil,48850-000,Organic
36882,23,F,Brasil,48850-000,Search
92513,56,F,Brasil,48850-000,Facebook
37723,27,M,Brasil,48850-000,Search
27158,54,M,Brasil,48850-000,Search
60870,61,M,Brasil,48850-000,Search
16290,34,M,Brasil,44600-000,Organic
78439,12,F,Brasil,44600-000,Search
96194,44,F,Brasil,44600-000,Search
48616,69,F,Brasil,44600-000,Search
86165,69,F,Brasil,44600-000,Organic
50279,62,F,Brasil,44600-000,Facebook
72519,22,F,Brasil,44600-000,Search
34789,35,F,Brasil,44600-000,Search
66049,68,M,Brasil,44600-000,Search
99942,16,F,Brasil,44600-000,Search
46088,65,F,Brasil,44600-000,Search
38519,65,F,Brasil,44600-000,Search
14425,16,M,Brasil,45836-000,Search
82821,34,F,Brasil,45836-000,Search
83945,65,M,Brasil,45836-000,Facebook
99945,55,M,Brasil,45836-000,Search
19751,21,M,Brasil,45836-000,Search
26664,29,F,Brasil,45836-000,Search
53859,38,M,Brasil,45836-000,Search
95834,63,M,Brasil,45836-000,Search
62587,53,F,Brasil,45836-000,Search
13304,21,M,Brasil,45995,Facebook
71811,23,M,Brasil,45995,Search
88027,64,M,Brasil,45995,Organic
59891,14,F,Brasil,45995,Search
28802,19,M,Brasil,45995,Search
1459,30,M,Brasil,45995,Display
52419,16,F,Brasil,45995,Search
64693,54,F,Brasil,45995,Search
23600,34,M,Brasil,45995,Facebook
7245,40,M,Brasil,45995,Organic
5890,35,F,Brasil,45995,Search
65050,60,M,Brasil,45995,Search
7389,46,F,Brasil,45995,Search
42519,19,M,Brasil,45995,Display
42696,14,F,Brasil,45570-000,Organic
74358,50,F,Brasil,45570-000,Organic
3976,18,F,Brasil,45570-000,Search
59487,14,M,Brasil,45570-000,Search
38718,60,F,Brasil,45570-000,Search
77089,34,M,Brasil,45570-000,Search
56968,53,M,Brasil,45570-000,Organic
19765,53,F,Brasil,45570-000,Search
30037,29,M,Brasil,45997,Search
23016,60,F,Brasil,45997,Organic
19552,60,M,Brasil,45997,Search
93819,42,M,Brasil,45997,Search
54712,65,F,Brasil,45997,Search
46067,49,F,Brasil,45997,Search
46226,28,M,Brasil,45997,Search
18269,43,F,Brasil,45997,Search
82685,62,M,Brasil,45997,Search
93963,48,F,Brasil,45997,Search
1040,39,M,Brasil,45997,Organic
8615,31,M,Brasil,45997,Search
35196,41,F,Brasil,45997,Search
87687,61,F,Brasil,45997,Organic
15476,25,M,Brasil,45997,Search
56208,21,M,Brasil,45997,Search
47571,24,F,Brasil,45920-000,Search
70720,31,F,Brasil,45920-000,Search
27484,58,F,Brasil,45920-000,Facebook
92765,70,F,Brasil,45920-000,Organic
89437,43,F,Brasil,45920-000,Search
26794,63,M,Brasil,45920-000,Search
73986,51,F,Brasil,45920-000,Search
77993,67,M,Brasil,45920-000,Search
52080,26,M,Brasil,45920-000,Search
99851,26,M,Brasil,45920-000,Search
11439,67,M,Brasil,45920-000,Search
52623,49,M,Brasil,45300-000,Search
29221,51,M,Brasil,45300-000,Search
89442,57,M,Brasil,45300-000,Search
8157,27,M,Brasil,45300-000,Search
40713,63,F,Brasil,45300-000,Facebook
9319,29,F,Brasil,45300-000,Search
43170,43,M,Brasil,45300-000,Search
99135,30,M,Brasil,45820-970,Facebook
26483,59,M,Brasil,45820-970,Search
81472,53,F,Brasil,45820-970,Search
28944,30,M,Brasil,45820-970,Organic
69370,41,F,Brasil,45820-970,Search
60349,13,F,Brasil,45820-970,Search
27923,18,F,Brasil,45820-970,Search
83956,30,F,Brasil,45820-970,Facebook
69609,43,F,Brasil,45820-970,Display
20242,23,M,Brasil,45820-970,Search
11828,53,M,Brasil,45820-970,Search
80117,17,F,Brasil,45820-970,Search
29784,13,M,Brasil,45820-970,Search
76457,63,M,Brasil,45820-970,Facebook
7131,49,F,Brasil,48880-000,Search
42756,57,F,Brasil,48880-000,Organic
77351,45,M,Brasil,48880-000,Organic
60965,41,F,Brasil,48880-000,Display
15601,69,F,Brasil,48880-000,Search
71635,56,M,Brasil,48880-000,Organic
28694,50,F,Brasil,48880-000,Search
59319,12,M,Brasil,48880-000,Organic
45476,13,F,Brasil,48880-000,Search
63515,24,F,Brasil,48880-000,Search
94227,55,M,Brasil,48880-000,Search
79880,42,M,Brasil,48880-000,Search
19702,17,M,Brasil,48880-000,Organic
9754,69,F,Brasil,48800-000,Search
66757,47,M,Brasil,48800-000,Search
83582,48,M,Brasil,48800-000,Search
96157,26,F,Brasil,48800-000,Search
35322,18,F,Brasil,48800-000,Organic
6155,37,M,Brasil,48800-000,Search
50059,18,F,Brasil,48800-000,Organic
7988,18,F,Brasil,48800-000,Search
19441,60,M,Brasil,44640-000,Organic
26124,19,F,Brasil,44640-000,Search
94737,50,F,Brasil,44640-000,Search
13748,43,M,Brasil,44640-000,Search
21721,39,M,Brasil,44640-000,Search
22289,56,F,Brasil,44640-000,Display
41597,31,F,Brasil,44640-000,Search
30952,56,F,Brasil,44640-000,Search
88086,49,M,Brasil,45810-000,Search
12615,14,M,Brasil,45810-000,Search
51285,54,M,Brasil,45810-000,Display
52747,15,F,Brasil,45810-000,Search
52349,14,F,Brasil,45810-000,Search
30581,24,M,Brasil,45810-000,Organic
50536,48,M,Brasil,45810-000,Search
48957,53,M,Brasil,45810-000,Facebook
7787,37,F,Brasil,45810-000,Search
33053,37,M,Brasil,45810-000,Search
83937,38,M,Brasil,45810-000,Search
52471,30,F,Brasil,45810-000,Search
98056,14,M,Brasil,45810-000,Organic
30964,56,F,Brasil,45810-000,Search
57887,17,F,Brasil,45810-000,Facebook
